Index,TargetID,ProbeID_A,ProbeID_B
13229,cg13301003,4540634,7320634
13230,cg13301014,2750048,3710743
13231,cg13301933,240053,2120309
13232,cg13302154,1500446,3870064
13233,cg13302823,2940075,3940433
13234,cg13303256,2750196,3710059
13235,cg13306164,5490653,5490243
13236,cg13306784,1240431,1780709
13237,cg13307384,5360059,1660286
13238,cg13309018,6450059,1400286
13239,cg13310628,6590059,3460255
13240,cg13310671,2680176,6940487
13241,cg13311440,4590390,5490433
13242,cg13313036,2510653,2230273
13243,cg13314167,1850154,5270228
13244,cg13315147,3520022,3890451
13245,cg13315690,6180523,4250523
13246,cg13316191,4900754,3120376
13247,cg13316424,5080615,7000452
13248,cg13319139,4570129,4570402
13249,cg13319175,4060193,4060097
13250,cg13319664,2470364,10280
13251,cg13320626,2070431,1500220
13252,cg13320683,5490382,5490300
13253,cg13322449,6550044,6220180
13254,cg13323474,6480500,7050195
13255,cg13323752,4230577,6380577
13256,cg13325261,520575,4830477
13257,cg13325529,2600753,150731
13258,cg13325666,6590139,5860010
13259,cg13326338,6350082,7650301
13260,cg13328485,5960246,1010327
13261,cg13332088,5570390,290646
13262,cg13332130,1580575,1770201
13263,cg13332925,2260114,1030048
13264,cg13333141,5080059,7000040
13265,cg13334054,6450403,4250059
13266,cg13334277,1980639,1050403
13267,cg13334990,6380369,6380408
13268,cg13335112,2260609,1030292
13269,cg13336167,4900259,3120100
13270,cg13337662,540452,5090537
13271,cg13337865,6960544,6960048
13272,cg13338132,4480438,4480255
13273,cg13340269,4640059,5870719
13274,cg13342120,4810154,5720521
13275,cg13342558,6520131,1170161
13276,cg13342625,5420538,460102
13277,cg13343486,1510632,3400187
13278,cg13344740,1400553,6180162
13279,cg13346032,1660520,450678
13280,cg13346411,6900068,2640538
13281,cg13347296,3370356,1410750
13282,cg13348944,7040341,4850672
13283,cg13349425,20767,110092
13284,cg13350481,4900452,3120411
13285,cg13350783,2710102,6350348
13286,cg13351161,780603,5340307
13287,cg13351406,7610692,3390121
13288,cg13351583,1740348,830470
13289,cg13351698,4200131,5270424
13290,cg13352306,6580064,2650189
13291,cg13352495,940102,4850070
13292,cg13353683,2190156,3930392
13293,cg13354523,6650674,2750553
13294,cg13358084,6660360,5670167
13295,cg13359415,2360070,7550309
13296,cg13360150,5090092,4610767
13297,cg13360404,3990390,3170646
13298,cg13362403,5890408,6400019
13299,cg13364756,2360167,7550521
13300,cg13365022,4560468,1470468
13301,cg13365761,5340619,940703
13302,cg13368786,2320075,70349
13303,cg13369981,6110008,4560192
13304,cg13370916,3990554,3170441
13305,cg13372488,4150280,4150477
13306,cg13376158,4150259,1940474
13307,cg13378388,6250301,5570402
13308,cg13379236,2690541,1070541
13309,cg13379763,3290138,2480463
13310,cg13379871,3450601,4490601
13311,cg13382694,3710040,5810040
13312,cg13382714,730554,5820241
13313,cg13383490,5260594,6860673
13314,cg13383491,4480446,3360403
13315,cg13383572,1660133,450689
13316,cg13384396,5390743,5390296
13317,cg13384498,5960398,1010286
13318,cg13386234,1050195,4900315
13319,cg13386884,7210114,3170706
13320,cg13387232,5810762,2260047
13321,cg13391235,4060609,7570630
13322,cg13391638,3420100,5130170
13323,cg13393195,1230450,3190725
13324,cg13396068,6020379,1740341
13325,cg13396213,20735,610095
13326,cg13397365,1030121,1690136
13327,cg13397379,4570746,3990768
13328,cg13398291,6480484,7050370
13329,cg13398993,5130411,2000364
13330,cg13401339,6250386,5570608
13331,cg13401681,7160474,4670072
13332,cg13401831,2570470,5550142
13333,cg13401987,7160025,4670367
13334,cg13404558,1990168,3310541
13335,cg13405161,1780343,610544
13336,cg13406768,6940152,6250121
13337,cg13406950,2260142,1030470
13338,cg13407883,4670037,4200369
13339,cg13409216,2320491,70204
13340,cg13410437,1470367,1260414
13341,cg13412063,6100703,4060400
13342,cg13412615,4640270,5870041
13343,cg13414044,430458,160196
13344,cg13415207,7380221,6480338
13345,cg13415434,290681,6590689
13346,cg13415850,540593,6250592
13347,cg13417824,6660465,5670465
13348,cg13420923,7510129,7040301
13349,cg13421924,3170392,630184
13350,cg13423076,4640097,5870672
13351,cg13423394,1450327,4570458
13352,cg13424229,2650356,4120356
13353,cg13424446,7100725,2190332
13354,cg13425637,4590162,4590553
13355,cg13426503,1190768,1710746
13356,cg13427055,290674,6590300
13357,cg13430425,2000187,3610528
13358,cg13430851,7040112,6620619
13359,cg13431205,5720743,2060612
13360,cg13433272,4890372,6180187
13361,cg13434203,4070441,6900075
13362,cg13434842,5910681,4220681
13363,cg13434852,5310097,4250129
13364,cg13435189,6060253,2360672
13365,cg13435381,3850491,2710491
13366,cg13435792,2570451,5550451
13367,cg13436343,2120672,3180672
13368,cg13436799,2900367,730367
13369,cg13436996,3060541,2850053
13370,cg13437593,3990240,3170209
13371,cg13438543,7380474,6480072
13372,cg13438673,770136,1190044
13373,cg13438834,6040204,3060397
13374,cg13438944,4280392,3520156
13375,cg13439299,670564,430333
13376,cg13439730,2260014,1030019
13377,cg13442811,5820360,4150167
13378,cg13445249,1050215,3400414
13379,cg13445358,510594,7510273
13380,cg13446199,2060575,6560450
13381,cg13446235,2940538,3940309
13382,cg13446622,270669,6840601
13383,cg13446852,6130615,3370687
13384,cg13447818,7650373,5900437
13385,cg13448401,6520537,1170347
13386,cg13448625,5550328,510692
13387,cg13449372,5810709,2260544
13388,cg13449778,1850356,5270689
13389,cg13450057,2810767,1440360
13390,cg13451483,4060538,7380678
13391,cg13453139,270593,840563
13392,cg13454184,7380019,6480014
13393,cg13455369,2450327,2370095
13394,cg13456653,2100431,2940343
13395,cg13459560,7040608,6620608
13396,cg13460409,7550605,1230328
13397,cg13461509,4880131,3460653
13398,cg13461600,2600553,150674
13399,cg13461622,270725,840274
13400,cg13462129,1850259,5270465
13401,cg13462160,830010,5910376
13402,cg13463167,2600136,150044
13403,cg13463367,6840129,1510082
13404,cg13464062,2600348,150504
13405,cg13466487,3360521,5220228
13406,cg13467649,6290392,7100681
13407,cg13467814,1400600,6180079
13408,cg13468685,1780685,610184
13409,cg13469311,7550132,7550491
13410,cg13470920,2480187,2320661
13411,cg13471990,2600484,150520
13412,cg13473336,3440075,4480433
13413,cg13473383,5220086,6370435
13414,cg13474734,1300725,4810450
13415,cg13474750,2450400,2370390
13416,cg13477510,1410315,670670
13417,cg13479669,7040068,6620278
13418,cg13481359,3780017,3780706
13419,cg13482233,7510647,7040682
13420,cg13482485,3850019,3850707
13421,cg13486556,3460482,3460176
13422,cg13488201,6400592,5390184
13423,cg13488557,1780139,610139
13424,cg13490635,1580348,1770025
13425,cg13490971,7200300,2900041
13426,cg13492227,3130551,3130164
13427,cg13492340,6350754,5080544
13428,cg13493001,1980064,1050639
13429,cg13493559,3710273,5810273
13430,cg13494498,3800014,2350619
13431,cg13496066,2490722,2490711
13432,cg13496736,460372,6650286
13433,cg13496838,2100221,2940561
13434,cg13500388,1470431,3780452
13435,cg13500819,6370500,1570195
13436,cg13501117,4900021,3120678
13437,cg13501507,6420647,5420647
13438,cg13501999,5360452,1660368
13439,cg13502356,3780307,1850139
13440,cg13504059,3870259,3140465
13441,cg13506226,6180369,520661
13442,cg13507326,6980201,4280452
13443,cg13507429,2680110,6940376
13444,cg13507893,3850349,2710494
13445,cg13509147,7320138,1240463
13446,cg13510262,5900671,5900722
13447,cg13510327,3440246,4480327
13448,cg13510363,4120008,6290475
13449,cg13514050,4610592,1110685
13450,cg13514129,5270392,830156
13451,cg13515605,6580528,2650301
13452,cg13515674,2120162,3180553
13453,cg13516796,520707,4830408
13454,cg13517305,3850095,2710095
13455,cg13517968,1850343,5270709
13456,cg13518195,2360382,2360300
13457,cg13518327,4540114,4540743
13458,cg13519373,3290528,2480082
13459,cg13520327,5960544,1010048
13460,cg13520715,730768,5820768
13461,cg13521229,6860711,3780458
13462,cg13523386,2340682,2340725
13463,cg13523557,5860561,130022
13464,cg13525683,4780301,1580402
13465,cg13526007,5310209,6040202
13466,cg13526689,6480240,7050209
13467,cg13530039,2970440,6020240
13468,cg13530946,1470091,7610048
13469,cg13531460,6520243,1170673
13470,cg13531842,1660386,450731
13471,cg13535217,3140156,2450020
13472,cg13536448,4230026,6380026
13473,cg13539030,6110176,4540367
13474,cg13540795,4860300,6270270
13475,cg13543096,3460112,2690546
13476,cg13546796,6350341,7650020
13477,cg13547237,1470553,1260674
13478,cg13547299,4040470,4070142
13479,cg13547644,6860564,3780152
13480,cg13548361,6380221,6060563
13481,cg13549845,1940403,780189
13482,cg13550608,7650243,5900463
13483,cg13550877,3850072,2710072
13484,cg13551243,3610132,2570204
13485,cg13552650,830053,5910309
13486,cg13552869,2970010,6020010
13487,cg13553204,4290575,60653
13488,cg13553455,990369,6660019
13489,cg13553498,4610594,6350132
13490,cg13554114,1400017,6180017
13491,cg13555543,6560608,3130451
13492,cg13555884,2690167,1070767
13493,cg13557178,4830044,4640180
13494,cg13559495,4050095,430044
13495,cg13560436,6280725,2470372
13496,cg13560548,5900079,1430301
13497,cg13562542,7650632,5900465
13498,cg13562911,4150010,1940754
13499,cg13563405,3060088,2850703
13500,cg13564075,2690113,1070113
13501,cg13564468,6650709,2750709
13502,cg13564595,610575,240575
13503,cg13565157,6380382,6380079
13504,cg13565215,5490632,5490187
13505,cg13565723,940193,4850253
13506,cg13571802,110286,110040
13507,cg13572545,630647,4900113
13508,cg13573276,7320500,6620392
13509,cg13574590,3940246,5670221
13510,cg13575604,2000075,3610349
13511,cg13576061,6960209,5050482
13512,cg13576290,4070070,6900102
13513,cg13576739,6400239,5390131
13514,cg13577076,1470368,1260026
13515,cg13577407,5550196,510092
13516,cg13578400,4830128,4640470
13517,cg13578652,5570554,290441
13518,cg13580728,6350338,7650064
13519,cg13581475,5090132,7560564
13520,cg13581941,6980670,4280246
13521,cg13585240,2760338,4880142
13522,cg13587552,1450612,1770438
13523,cg13587740,1260541,2600463
13524,cg13588354,1690241,1690468
13525,cg13588645,1030398,1690605
13526,cg13588835,5090253,6330187
13527,cg13589108,1010608,6280093
13528,cg13590277,6100632,1510433
13529,cg13591701,6660324,2970301
13530,cg13592003,150377,5560468
13531,cg13592155,7380626,6480601
13532,cg13593287,6650133,2750133
13533,cg13594711,4060070,4060102
13534,cg13597949,6110286,4560040
13535,cg13599007,1170471,2810647
13536,cg13599025,4010070,2510348
13537,cg13599477,6520093,4880193
13538,cg13601079,4560026,3440097
13539,cg13603099,1770064,650446
13540,cg13603171,2970626,6020601
13541,cg13603551,2120176,6100180
13542,cg13604223,4560382,1470382
13543,cg13605579,4490438,450504
13544,cg13605690,3450736,3450307
13545,cg13608094,380113,5260113
13546,cg13612524,2750382,3710270
13547,cg13613532,2650491,2650240
13548,cg13613682,4050465,430630
13549,cg13613748,2120592,3180592
13550,cg13614083,3460341,2690681
13551,cg13614181,730280,730477
13552,cg13615396,7610736,2750730
13553,cg13615963,1820673,3420717
13554,cg13616221,20070,1410402
13555,cg13617705,4920703,5890377
13556,cg13617782,7550482,1230465
13557,cg13618372,2490324,2070296
13558,cg13619408,6280356,2470373
13559,cg13619768,3420082,5130301
13560,cg13619915,2760452,4230368
13561,cg13619990,1030343,1690048
13562,cg13620770,5360435,1660356
13563,cg13620808,2680133,6940681
13564,cg13621440,5310296,6040228
13565,cg13623690,1230538,3190538
13566,cg13625113,150131,6450653
13567,cg13625205,2710315,6350195
13568,cg13625403,6370403,1570593
13569,cg13626881,1850364,5270364
13570,cg13628514,780497,5340497
13571,cg13629753,2510674,2230382
13572,cg13631259,630669,2630437
13573,cg13631913,6550605,6220192
13574,cg13633026,4890253,7210133
13575,cg13633560,5360376,1660446
13576,cg13634319,6220519,1990632
13577,cg13634678,3120494,4890433
13578,cg13634864,5090601,150259
13579,cg13636404,5550615,510564
13580,cg13637733,5420370,460678
13581,cg13640200,2120168,6770035
13582,cg13641903,3840133,2340086
13583,cg13643585,3930356,4590750
13584,cg13643796,7550202,1230259
13585,cg13644052,7000035,4860551
13586,cg13645078,4060608,4060093
13587,cg13645811,5810435,2260373
13588,cg13649728,6060709,2360544
13589,cg13650137,540056,5090037
13590,cg13650156,6450400,4250195
13591,cg13650689,7160195,4250274
13592,cg13652336,4590372,7100767
13593,cg13652556,4880209,4880202
13594,cg13652653,6020722,1740711
13595,cg13653456,940243,4850347
13596,cg13654195,1450619,6330707
13597,cg13656062,4060142,6020435
13598,cg13656360,2850255,6760255
13599,cg13658777,5670369,7400408
13600,cg13662243,4730224,3830373
13601,cg13663218,4730647,3830739
13602,cg13665184,70021,240615
13603,cg13665593,6770605,5560605
13604,cg13666340,4390079,770291
13605,cg13666729,4230603,70241
13606,cg13668129,610497,610747
13607,cg13668397,270091,840674
13608,cg13669465,4260224,7610750
13609,cg13669583,6840273,1510161
13610,cg13669740,110500,6900221
13611,cg13670595,630168,2630053
13612,cg13671818,5310382,6040300
13613,cg13671831,2690424,1070424
13614,cg13672342,4850164,1980187
13615,cg13672791,2750575,3710326
13616,cg13673094,3870112,3140646
13617,cg13673514,6660671,5670722
13618,cg13673779,5820725,4150450
13619,cg13674559,7040128,870551
13620,cg13675849,5130082,2000301
13621,cg13676215,4480747,3360577
13622,cg13678049,2480743,2970114
13623,cg13679077,4760292,1300609
13624,cg13681935,6380521,4250707
13625,cg13682722,5900356,5900373
13626,cg13683440,1570347,3840411
13627,cg13683864,4480300,3360041
13628,cg13685294,3290041,2480369
13629,cg13686042,2320402,730471
13630,cg13686115,6860678,3780242
13631,cg13687831,4560735,1470735
13632,cg13688966,780500,5340095
13633,cg13689073,4570192,3990475
13634,cg13692433,3940477,3450201
13635,cg13693652,3780431,6650440
13636,cg13694749,4830593,4640221
13637,cg13694867,7100632,2190519
13638,cg13696012,4850092,1980398
13639,cg13696887,7550563,1230113
13640,cg13697378,6560543,3130259
13641,cg13697387,4490725,6420274
13642,cg13699808,6760100,4290170
13643,cg13700897,270040,840066
13644,cg13701109,2350095,4210500
13645,cg13701273,2260121,1030630
13646,cg13702536,4850575,4850201
13647,cg13703437,6220201,1990653
13648,cg13703941,780592,5340592
13649,cg13704271,3610538,2570102
13650,cg13704403,3390736,2510669
13651,cg13704548,5670519,7400035
13652,cg13705284,2940139,2940372
13653,cg13705707,4040132,4070491
13654,cg13706352,1400424,6180685
13655,cg13707395,5960228,1010154
13656,cg13707560,4670161,4200333
13657,cg13713381,3440292,4480292
13658,cg13714039,6560753,6560731
13659,cg13718960,2600360,150167
13660,cg13719194,3850528,2710129
13661,cg13720744,4610288,1170521
13662,cg13721560,3890102,50348
13663,cg13722123,430497,160747
13664,cg13723482,4900209,3120482
13665,cg13724288,2970239,6020239
13666,cg13724813,3130026,3130347
13667,cg13725272,1740424,3180487
13668,cg13726191,2570022,5550022
13669,cg13726463,6940278,7200113
13670,cg13726507,6020446,1740064
13671,cg13727946,5860424,130161
13672,cg13728650,5420598,460609
13673,cg13729392,4210731,6770519
13674,cg13730534,5910577,4220577
13675,cg13733733,3420017,5130706
13676,cg13735697,4210438,6770255
13677,cg13735974,2810689,1440356
13678,cg13736875,2490301,2070402
13679,cg13739345,360164,4040164
13680,cg13739417,1050041,6370497
13681,cg13741249,450064,6250446
13682,cg13741326,3610747,2570328
13683,cg13741802,6290286,7100692
13684,cg13742532,2640561,110369
13685,cg13743031,6550725,6220450
13686,cg13744070,7570112,1240195
13687,cg13744194,3460270,2690041
13688,cg13744304,7160093,4670753
13689,cg13745346,6040274,3060240
13690,cg13745870,540333,5090717
13691,cg13749822,1010731,6280519
13692,cg13750354,5390689,5390356
13693,cg13752005,6280682,2470450
13694,cg13752043,4120092,6290719
13695,cg13752949,130451,4880494
13696,cg13754949,1660682,450372
13697,cg13755023,6980093,20066
13698,cg13755070,3370291,1410246
13699,cg13755535,4610180,1110044
13700,cg13756879,1690170,520474
13701,cg13757640,2070661,1500241
13702,cg13758659,2470242,10138
13703,cg13758677,380722,2570678
13704,cg13759143,7330189,4780593
13705,cg13759328,2690070,1070070
13706,cg13759778,4250255,7160332
13707,cg13760253,3610274,2570440
13708,cg13760546,1300300,4810270
13709,cg13763232,1710747,6960328
13710,cg13765303,5900017,1430193
13711,cg13765621,4230243,6380243
13712,cg13765785,5720162,6560041
13713,cg13765961,770338,1190189
13714,cg13766096,7610079,3390132
13715,cg13769204,5860438,5860255
13716,cg13770446,840369,840408
13717,cg13771579,3710224,5810224
13718,cg13771629,1990332,3310255
13719,cg13775495,3390168,3850138
13720,cg13777411,6380201,6060326
13721,cg13778073,4920431,4920709
13722,cg13781408,510326,7510201
13723,cg13782134,2710382,6350300
13724,cg13782957,540523,5090661
13725,cg13784557,1030131,1690243
13726,cg13784792,6590427,4120487
13727,cg13784855,7650327,4490736
13728,cg13785207,5860097,5860672
13729,cg13788062,6180717,1050079
13730,cg13788301,4830446,4640338
13731,cg13789236,4760184,1300392
13732,cg13789523,4860286,6270040
13733,cg13790571,4230543,2450544
13734,cg13791131,7330367,4780253
13735,cg13791589,4230278,6380278
13736,cg13791658,1170687,2810687
13737,cg13791713,7050148,7050025
13738,cg13792279,7330424,7330685
13739,cg13792569,5340438,5810598
13740,cg13793354,990753,6660731
13741,cg13794642,4040221,4070563
13742,cg13794888,5820427,4150682
13743,cg13795840,6980129,4280187
13744,cg13796218,5900274,5900440
13745,cg13797031,5490594,5490673
13746,cg13797282,7040692,6620066
13747,cg13798289,2100402,2940685
13748,cg13798376,7040689,6620435
13749,cg13798579,7330674,4780300
13750,cg13799206,2970632,6020187
13751,cg13800022,7380176,6480487
13752,cg13801381,3890047,50370
13753,cg13801416,4280707,3520619
13754,cg13802364,2940056,2940369
13755,cg13802966,510603,7510307
13756,cg13804316,2350053,4210463
13757,cg13804457,3140364,2450280
13758,cg13806135,3460300,2690270
13759,cg13806670,5810639,2260524
13760,cg13807496,5340286,940605
13761,cg13808561,4040102,4070348
13762,cg13809962,1990242,3310021
13763,cg13810225,3840164,4760386
13764,cg13812587,6590239,5860402
13765,cg13813391,7100598,2190626
13766,cg13814950,5270164,830632
13767,cg13815872,5340524,940563
13768,cg13817266,4150021,1940678
13769,cg13818368,2030201,2490477
13770,cg13818573,430553,160162
13771,cg13821008,7050112,6130112
13772,cg13823136,3460332,3460634
13773,cg13823701,6960373,5050750
13774,cg13823791,5960360,1010167
13775,cg13824734,2900431,730431
13776,cg13825058,2900064,730639
13777,cg13828047,3780041,1850037
13778,cg13828758,7210131,6840653
13779,cg13828839,1770356,650435
13780,cg13828871,6760750,4290431
13781,cg13830624,380246,6580280
13782,cg13833831,3400239,1340161
13783,cg13834500,4610487,1110543
13784,cg13834567,7160110,4670010
13785,cg13836627,5130133,2000681
13786,cg13836770,6380753,6060731
13787,cg13837202,7560722,7560711
13788,cg13838528,50025,4730367
13789,cg13839778,6420491,5420491
13790,cg13840968,5560553,4920382
13791,cg13841138,4610156,1110392
13792,cg13841804,6480289,5910403
13793,cg13842258,5910669,4220736
13794,cg13842648,4900524,3120593
13795,cg13843603,7050189,6130189
13796,cg13843613,4670292,4200609
13797,cg13843773,3930463,4590068
13798,cg13846555,5720181,6560280
13799,cg13846682,5900528,1430403
13800,cg13846796,3120193,4890097
13801,cg13846866,4920743,4920296
13802,cg13847070,4730239,2640064
13803,cg13847113,7150544,7380048
13804,cg13849691,4490273,6420594
13805,cg13849825,5360445,1660564
13806,cg13850625,670563,160504
13807,cg13851211,7050689,7050356
13808,cg13853198,4210184,4210392
13809,cg13853761,6860632,3780187
13810,cg13854874,5550021,6580634
13811,cg13856728,6200411,4390411
13812,cg13857100,3290474,2480600
13813,cg13857440,4860671,6270722
13814,cg13858139,5220025,6370367
13815,cg13859216,2650243,4760689
13816,cg13859324,7570364,7150465
13817,cg13859478,1710487,6960543
13818,cg13859541,5340523,940554
13819,cg13861644,5310333,6040730
13820,cg13864877,1190324,1190192
13821,cg13864937,2900753,730753
13822,cg13870494,2630603,20307
13823,cg13870866,5810487,2260465
13824,cg13873733,1500259,3870465
13825,cg13875807,940519,4850731
13826,cg13876499,4150064,1940639
13827,cg13877465,5340392,940379
13828,cg13877895,1070601,4480484
13829,cg13877915,1230372,3190450
13830,cg13878010,70403,6580639
13831,cg13878093,3890301,50402
13832,cg13878456,5720170,2060484
13833,cg13878641,4260356,7610373
13834,cg13880228,520064,4830338
13835,cg13881341,4050440,4050240
13836,cg13882267,2230709,5360750
13837,cg13882835,3360338,5220376
13838,cg13882988,6940592,7200685
13839,cg13883681,730458,5820458
13840,cg13884546,7560477,7560575
13841,cg13885201,2320307,70139
13842,cg13887370,3390600,3850259
13843,cg13888886,4010328,2510612
13844,cg13890487,4070315,6900195
13845,cg13891659,5390554,6200554
13846,cg13892015,150026,6450347
13847,cg13894021,1410241,670523
13848,cg13896269,70438,6580739
13849,cg13896604,6660086,5670435
13850,cg13897449,5490053,7330280
13851,cg13897627,2850315,6760315
13852,cg13899108,3180300,380270
13853,cg13901134,5260465,4280164
13854,cg13901526,5130358,2000110
13855,cg13903548,7560156,7560379
13856,cg13904493,4890228,6980167
13857,cg13904771,4040612,4070577
13858,cg13904968,4850139,1980554
13859,cg13905388,6980463,4280463
13860,cg13906416,6370243,1570594
13861,cg13906548,4290358,60338
13862,cg13906813,7550056,7550369
13863,cg13908518,5900414,1430110
13864,cg13908523,2850242,6760678
13865,cg13908977,6020768,1740739
13866,cg13910855,4560022,1470022
13867,cg13912117,3460681,2690689
13868,cg13912204,380653,5260653
13869,cg13913917,4850133,1980086
13870,cg13914438,4540682,7320682
13871,cg13915726,1940025,780253
13872,cg13916322,150554,6450441
13873,cg13916742,1690088,520703
13874,cg13916931,3780035,1850632
13875,cg13917394,3780072,1850079
13876,cg13917504,3290468,2480075
13877,cg13918581,4490753,6420519
13878,cg13918808,1500598,1500292
13879,cg13918811,4880255,3460008
13880,cg13919215,610204,3710504
13881,cg13919607,1190717,1710273
13882,cg13920529,3120767,4890360
13883,cg13921319,7200487,2900259
13884,cg13921352,1450154,6330053
13885,cg13925920,360647,4040746
13886,cg13926569,3440491,4480204
13887,cg13927251,7210196,6840092
13888,cg13928116,3440528,4480129
13889,cg13928306,2510678,2230541
13890,cg13928594,4210398,6770286
13891,cg13928866,3390044,3850630
13892,cg13928961,2450079,2370600
13893,cg13929328,3710187,5810187
13894,cg13929970,4200255,1820255
13895,cg13931228,4670204,4200397
13896,cg13932624,4540296,7320341
13897,cg13935507,5270327,830095
13898,cg13936125,130497,130747
13899,cg13940405,2060441,2060075
13900,cg13942909,580121,5310121
13901,cg13943564,1430164,2100187
13902,cg13944141,830687,5910564
13903,cg13945069,380343,5260709
13904,cg13946500,6330524,4540563
13905,cg13946860,6620671,7210722
13906,cg13948784,2450626,2370601
13907,cg13948987,50653,4730243
13908,cg13950558,6660609,5670671
13909,cg13951472,3170403,630563
13910,cg13951948,2650544,4120544
13911,cg13952892,3290397,2480553
13912,cg13954292,3850097,2710672
13913,cg13954572,520360,4830521
13914,cg13956671,1030554,1030441
13915,cg13958304,5270180,5270746
13916,cg13958426,1500022,3870445
13917,cg13958614,4280184,3520392
13918,cg13958676,3420477,5130575
13919,cg13959523,4850475,1980609
13920,cg13959611,1510750,3400431
13921,cg13960126,4610253,1110414
13922,cg13960192,510180,7510180
13923,cg13962355,1740131,4760131
13924,cg13964084,60059,4570719
13925,cg13966710,1010538,6280070
13926,cg13967780,840605,4260040
13927,cg13968061,5220215,6370113
13928,cg13968390,4070343,7400682
13929,cg13969584,580477,5310364
13930,cg13970341,6370438,6370255
13931,cg13973816,1170482,2810202
13932,cg13974531,5720674,6560014
13933,cg13975369,10768,2680471
13934,cg13975625,4070195,6900670
13935,cg13976366,2470593,10221
13936,cg13976438,1660561,450113
13937,cg13979182,5080093,1340424
13938,cg13980308,7100482,2190240
13939,cg13980473,4220408,870019
13940,cg13980719,3310561,540113
13941,cg13980834,7510612,7040121
13942,cg13982505,1050315,2600487
13943,cg13982661,6020040,1740605
13944,cg13983578,2190040,3930286
13945,cg13983870,7320338,1240639
13946,cg13984181,4150068,1940309
13947,cg13984351,4040615,4070687
13948,cg13985639,5050041,2030056
13949,cg13986130,2360332,7550647
13950,cg13986618,5130131,2000653
13951,cg13991029,520259,3420369
13952,cg13991233,6760156,6760386
13953,cg13992856,1430041,1430037
13954,cg13993218,5870768,5960647
13955,cg13994175,1400332,6180332
13956,cg13994177,990474,6660079
13957,cg13995453,4200132,1820132
13958,cg13996731,6040474,3060079
13959,cg13997068,3170681,3170070
13960,cg13997435,6400373,6400224
13961,cg13998293,290332,6590682
13962,cg13998904,3990274,3170440
13963,cg14001035,2260747,1030497
13964,cg14001567,3520673,4230682
13965,cg14002682,1710047,6960370
13966,cg14003467,7000376,4860358
13967,cg14003512,4480689,3360750
13968,cg14008119,7050377,6130377
13969,cg14008883,7570327,7570095
13970,cg14009312,3170176,630465
13971,cg14009688,2360360,7550154
13972,cg14011639,4560215,450239
13973,cg14011734,50722,4730458
13974,cg14012294,4060379,4060133
13975,cg14013300,4860619,6270088
13976,cg14013604,2570630,5550121
13977,cg14014225,270435,840373
13978,cg14014613,6370181,1570400
13979,cg14015044,2630309,20168
13980,cg14017991,5820411,5820364
13981,cg14018807,7200097,2900386
13982,cg14019317,240129,2120301
13983,cg14021073,1190674,1710162
13984,cg14021698,2360056,4250639
13985,cg14023451,6220343,1990743
13986,cg14023558,1470068,1260309
13987,cg14026602,830307,5910603
13988,cg14026971,2640468,6110241
13989,cg14027234,5340228,940521
13990,cg14028823,2570259,5550465
13991,cg14029663,3130382,6520300
13992,cg14030083,430477,160615
13993,cg14030359,60612,4570577
13994,cg14031452,3170142,630706
13995,cg14034870,4780445,1580615
13996,cg14035045,1300685,7570546
13997,cg14036856,4560736,1470736
13998,cg14037413,1940392,780156
13999,cg14037665,1450246,6330246
14000,cg14039952,6250601,5570324
14001,cg14042128,6100114,4060743
14002,cg14043411,2450537,2370368
14003,cg14043602,840594,4260594
14004,cg14044580,4260181,4260703
14005,cg14045072,6480463,6480168
14006,cg14045283,7330181,4780400
14007,cg14046365,2850608,2850093
14008,cg14046757,3130372,6520274
14009,cg14046986,3520373,110100
14010,cg14047008,3360128,6180612
14011,cg14047244,4780471,4780438
14012,cg14047656,6100070,6100102
14013,cg14047667,6900594,2640730
14014,cg14048487,3940661,3940465
14015,cg14049461,1340593,990403
14016,cg14055374,3190059,270092
14017,cg14056306,5870538,5960102
14018,cg14056644,2260528,240132
14019,cg14056942,3170041,630019
14020,cg14058345,4060717,4060333
14021,cg14058432,2490440,2070240
14022,cg14058998,1740113,4760113
14023,cg14059475,2370438,6550255
14024,cg14059729,4860538,1660053
14025,cg14059963,7150259,6860209
14026,cg14060060,7160730,4670358
14027,cg14060828,940369,4850037
14028,cg14060836,270010,840376
14029,cg14061619,1400592,6180184
14030,cg14062083,2060338,2060064
14031,cg14063008,730128,5820128
14032,cg14063673,5670672,7400386
14033,cg14066280,3170156,3170379
14034,cg14069619,6660504,2600022
14035,cg14070162,4010296,2510154
14036,cg14070647,1580452,1770368
14037,cg14072120,2650575,4120201
14038,cg14074117,5910440,4220240
14039,cg14074431,670072,4050477
14040,cg14074641,430289,430215
14041,cg14076161,1300433,3840152
14042,cg14076411,4920133,4920681
14043,cg14078309,3360020,5220379
14044,cg14078518,4540037,7320037
14045,cg14079785,1690332,520427
14046,cg14080001,3800551,2350367
14047,cg14081015,1430379,2100020
14048,cg14083376,6370424,1570156
14049,cg14084176,6250575,7550433
14050,cg14085328,4200500,1820500
14051,cg14086033,4780241,1580468
14052,cg14086122,1980048,1050048
14053,cg14086647,3890341,50020
14054,cg14087150,580730,5310717
14055,cg14088161,3800255,2350634
14056,cg14088811,1050672,4900386
14057,cg14089692,1740670,4760670
14058,cg14091223,6220326,1990243
14059,cg14091657,1400327,6180246
14060,cg14093125,2570706,5550136
14061,cg14093368,1850368,5270368
14062,cg14093936,2340048,4610114
