TargetID,Color_Channel,Next_Base
cg12483860,Red,A
cg12484193,Grn,C
cg12485020,Grn,C
cg12485992,Grn,C
cg12489819,Red,T
cg12489960,Grn,C
cg12491368,Red,T
cg12491659,Grn,C
cg12491710,Grn,C
cg12493160,Red,T
cg12493906,Red,T
cg12497298,Grn,C
cg12497564,Grn,C
cg12497692,Grn,C
cg12497851,Red,T
cg12499211,Grn,C
cg12501949,Red,T
cg12503243,Grn,C
cg12504957,Grn,C
cg12506373,Grn,C
cg12506971,Grn,C
cg12507125,Grn,C
cg12508214,Grn,C
cg12508624,Red,T
cg12510502,Grn,C
cg12510755,Grn,C
cg12513308,Grn,C
cg12513379,Red,T
cg12513481,Red,T
cg12514506,Grn,C
cg12514620,Grn,C
cg12515371,Grn,C
cg12515638,Grn,C
cg12517167,Grn,C
cg12517944,Grn,C
cg12520111,Grn,C
cg12526025,Grn,C
cg12529228,Red,T
cg12529801,Red,T
cg12530021,Red,T
cg12530080,Red,T
cg12530270,Red,A
cg12531003,Grn,C
cg12531542,Grn,C
cg12532169,Grn,C
cg12532477,Grn,C
cg12532500,Grn,C
cg12532667,Red,T
cg12533010,Grn,C
cg12533335,Grn,C
cg12534466,Grn,C
cg12535715,Grn,C
cg12536534,Grn,C
cg12537796,Grn,C
cg12539975,Red,T
cg12541591,Grn,C
cg12542281,Red,T
cg12542604,Red,T
cg12543649,Red,T
cg12547930,Grn,C
cg12548064,Grn,C
cg12548454,Red,T
cg12549513,Grn,C
cg12552392,Red,A
cg12554476,Red,T
cg12554573,Grn,C
cg12554819,Grn,C
cg12554857,Red,T
cg12555334,Grn,C
cg12555907,Red,T
cg12556134,Grn,C
cg12556325,Red,T
cg12556991,Red,A
cg12558519,Red,T
cg12558957,Grn,C
cg12559031,Grn,C
cg12561748,Grn,C
cg12562500,Grn,C
cg12563178,Grn,C
cg12563480,Red,T
cg12564453,Red,T
cg12564962,Grn,C
cg12566415,Grn,C
cg12567315,Grn,C
cg12568776,Red,T
cg12569173,Red,A
cg12569516,Grn,C
cg12570787,Red,T
cg12571423,Red,A
cg12572011,Red,A
cg12572278,Grn,C
cg12572545,Grn,C
cg12572827,Grn,C
cg12572939,Red,T
cg12573766,Grn,C
cg12575181,Grn,C
cg12575751,Red,T
cg12576145,Grn,C
cg12576700,Red,T
cg12576844,Grn,C
cg12577610,Grn,C
cg12578166,Grn,C
cg12578480,Grn,C
cg12581035,Grn,C
cg12582008,Red,T
cg12582366,Red,T
cg12582959,Grn,C
cg12582965,Red,T
cg12583908,Grn,C
cg12584034,Grn,C
cg12584718,Grn,C
cg12584889,Red,A
cg12585282,Red,A
cg12585943,Grn,C
cg12586262,Grn,C
cg12588299,Red,T
cg12588301,Grn,C
cg12588476,Red,A
cg12589433,Grn,C
cg12591323,Red,T
cg12592463,Red,A
cg12592716,Red,T
cg12592779,Red,T
cg12593411,Red,T
cg12594641,Grn,C
cg12598178,Grn,C
cg12598198,Grn,C
cg12598364,Red,T
cg12598575,Red,T
cg12599000,Red,T
cg12600197,Grn,C
cg12601757,Red,T
cg12601987,Grn,C
cg12603043,Red,T
cg12603560,Red,A
cg12604192,Red,T
cg12605747,Red,T
cg12609467,Red,A
cg12610070,Grn,C
cg12610744,Grn,C
cg12611860,Grn,C
cg12612336,Red,T
cg12613344,Grn,C
cg12613383,Grn,C
cg12614105,Grn,C
cg12616277,Grn,C
cg12616487,Red,A
cg12618251,Grn,C
cg12619162,Red,T
cg12619509,Red,A
cg12620111,Red,T
cg12620499,Grn,C
cg12621514,Red,T
cg12622273,Grn,C
cg12622986,Red,A
cg12623088,Red,T
cg12624523,Red,T
cg12624641,Grn,C
cg12626085,Red,T
cg12626411,Red,T
cg12627583,Grn,C
cg12628062,Red,T
cg12628956,Grn,C
cg12629083,Grn,C
cg12629244,Grn,C
cg12629325,Red,T
cg12629515,Grn,C
cg12631737,Red,A
cg12635664,Red,T
cg12638745,Red,T
cg12639234,Grn,C
cg12640109,Grn,C
cg12641660,Grn,C
cg12643449,Grn,C
cg12643877,Red,T
cg12644353,Grn,C
cg12645220,Grn,C
cg12645567,Red,T
cg12645742,Grn,C
cg12646585,Grn,C
cg12647320,Red,T
cg12647587,Red,A
cg12647643,Grn,C
cg12648263,Red,T
cg12648583,Red,T
cg12650011,Red,T
cg12650635,Red,T
cg12650780,Red,T
cg12650926,Grn,C
cg12651014,Grn,C
cg12653105,Red,T
cg12654845,Red,T
cg12657853,Red,T
cg12658552,Red,A
cg12658982,Red,T
cg12661229,Grn,C
cg12661964,Grn,C
cg12662162,Grn,C
cg12663253,Grn,C
cg12667808,Grn,C
cg12671744,Grn,C
cg12674192,Grn,C
cg12675800,Red,T
cg12676081,Red,T
cg12680071,Red,T
cg12680609,Grn,C
cg12681402,Red,T
cg12682367,Red,T
cg12683641,Grn,C
cg12683929,Red,T
cg12684360,Grn,C
cg12685200,Grn,C
cg12685753,Red,T
cg12686016,Grn,C
cg12686915,Grn,C
cg12687215,Red,T
cg12687463,Grn,C
cg12687922,Grn,C
cg12687990,Grn,C
cg12688043,Grn,C
cg12688215,Grn,C
cg12688670,Grn,C
cg12689375,Grn,C
cg12689475,Grn,C
cg12691219,Red,T
cg12691366,Grn,C
cg12693135,Red,T
cg12693634,Red,T
cg12694555,Red,T
cg12694870,Grn,C
cg12696750,Grn,C
cg12697789,Red,T
cg12699145,Grn,C
cg12699371,Grn,C
cg12701101,Grn,C
cg12701576,Grn,C
cg12703269,Grn,C
cg12706983,Red,A
cg12707233,Grn,C
cg12707353,Red,T
cg12709412,Grn,C
cg12711530,Red,T
cg12711814,Grn,C
cg12712746,Grn,C
cg12716838,Red,T
cg12717203,Grn,C
cg12717594,Red,T
cg12717668,Red,A
cg12718440,Grn,C
cg12718562,Red,T
cg12719235,Red,A
cg12721546,Grn,C
cg12722998,Grn,C
cg12723191,Grn,C
cg12723809,Grn,C
cg12724357,Red,T
cg12724466,Grn,C
cg12724827,Red,T
cg12726576,Red,A
cg12727374,Grn,C
cg12727795,Red,T
cg12728032,Red,T
cg12728629,Grn,C
cg12729048,Grn,C
cg12729059,Grn,C
cg12730381,Red,A
cg12730424,Grn,C
cg12731488,Grn,C
cg12732155,Red,T
cg12732953,Red,T
cg12733079,Grn,C
cg12733430,Red,T
cg12736438,Grn,C
cg12737574,Red,T
cg12737801,Red,T
cg12738007,Grn,C
cg12738197,Grn,C
cg12739034,Grn,C
cg12739647,Grn,C
cg12741420,Red,T
cg12741488,Grn,C
cg12743398,Grn,C
cg12743894,Grn,C
cg12744185,Red,A
cg12745769,Grn,C
cg12748258,Grn,C
cg12748926,Red,T
cg12753358,Red,T
cg12753858,Red,T
cg12754733,Red,A
cg12754854,Red,T
cg12757143,Grn,C
cg12757684,Grn,C
cg12758687,Grn,C
cg12759554,Grn,C
cg12762680,Grn,C
cg12762799,Red,A
cg12763546,Red,T
cg12766348,Grn,C
cg12768605,Grn,C
cg12770741,Grn,C
cg12771281,Grn,C
cg12774845,Grn,C
cg12775479,Grn,C
cg12775613,Grn,C
cg12776163,Red,T
cg12780286,Grn,C
cg12780322,Grn,C
cg12781218,Grn,C
cg12781395,Grn,C
cg12781568,Red,T
cg12782180,Grn,C
cg12783573,Grn,C
cg12783640,Red,T
cg12783776,Red,T
cg12784172,Grn,C
cg12785087,Red,T
cg12785675,Red,A
cg12785689,Red,A
cg12787624,Grn,C
cg12788061,Red,A
cg12788313,Red,T
cg12788467,Grn,C
cg12788471,Red,T
cg12789833,Grn,C
cg12790134,Grn,C
cg12791465,Red,T
cg12791554,Red,A
cg12792011,Red,T
cg12792157,Grn,C
cg12792366,Grn,C
cg12792367,Grn,C
cg12793610,Red,A
cg12795208,Red,A
cg12796229,Grn,C
cg12797788,Grn,C
cg12799265,Grn,C
cg12799835,Red,T
cg12799895,Grn,C
cg12800028,Grn,C
cg12800145,Red,A
cg12802819,Grn,C
cg12803724,Grn,C
cg12804976,Red,T
cg12806381,Grn,C
cg12806521,Grn,C
cg12808992,Grn,C
cg12809314,Red,T
cg12810190,Grn,C
cg12810837,Red,T
cg12811135,Grn,C
cg12813792,Red,T
cg12813797,Grn,C
cg12813922,Red,T
cg12814525,Grn,C
cg12815142,Grn,C
cg12815841,Grn,C
cg12815916,Grn,C
cg12818699,Grn,C
cg12819826,Grn,C
cg12820481,Grn,C
cg12820608,Grn,C
cg12821045,Grn,C
cg12821724,Grn,C
cg12823748,Red,A
cg12825252,Grn,C
cg12827188,Red,T
cg12827555,Grn,C
cg12830694,Grn,C
cg12830829,Grn,C
cg12832565,Grn,C
cg12832649,Red,T
cg12833011,Grn,C
cg12833508,Grn,C
cg12833720,Grn,C
cg12835684,Red,T
cg12836610,Red,T
cg12836863,Grn,C
cg12838902,Grn,C
cg12839593,Grn,C
cg12840719,Red,A
cg12841020,Red,T
cg12842316,Grn,C
cg12844497,Grn,C
cg12845249,Grn,C
cg12845808,Red,T
cg12846567,Grn,C
cg12846938,Red,T
cg12847373,Grn,C
cg12848131,Grn,C
cg12850636,Grn,C
cg12853521,Grn,C
cg12854483,Red,T
cg12855851,Grn,C
cg12855988,Grn,C
cg12856392,Red,A
cg12857957,Red,T
cg12858075,Red,T
cg12858460,Grn,C
cg12858514,Grn,C
cg12862537,Grn,C
cg12864235,Grn,C
cg12864581,Grn,C
cg12864853,Grn,C
cg12864903,Grn,C
cg12865837,Red,T
cg12866859,Grn,C
cg12867068,Red,T
cg12867448,Grn,C
cg12869058,Red,T
cg12869240,Red,T
cg12870705,Grn,C
cg12871124,Red,T
cg12872238,Grn,C
cg12873941,Grn,C
cg12874092,Red,T
cg12875426,Grn,C
cg12876594,Red,A
cg12878228,Red,T
cg12879297,Grn,C
cg12879425,Red,T
cg12880200,Grn,C
cg12880658,Grn,C
cg12883767,Grn,C
cg12884406,Red,A
cg12885244,Grn,C
cg12888039,Grn,C
cg12888113,Grn,C
cg12888961,Red,T
cg12891678,Grn,C
cg12893143,Grn,C
cg12894126,Red,T
cg12894629,Grn,C
cg12894984,Grn,C
cg12897370,Red,A
cg12897458,Grn,C
cg12900467,Grn,C
cg12900739,Red,T
cg12901064,Grn,C
cg12902039,Grn,C
cg12902719,Grn,C
cg12903171,Grn,C
cg12906740,Grn,C
cg12907644,Red,A
cg12909005,Grn,C
cg12910797,Red,T
cg12911791,Grn,C
cg12914014,Grn,C
cg12914062,Red,T
cg12914362,Grn,C
cg12914657,Red,T
cg12916723,Red,T
cg12917695,Grn,C
cg12919379,Grn,C
cg12920798,Grn,C
cg12924262,Red,T
cg12924408,Grn,C
cg12925542,Red,T
cg12927153,Red,T
cg12927617,Red,T
cg12927772,Grn,C
cg12928668,Grn,C
cg12930602,Red,A
cg12930920,Red,T
cg12932195,Grn,C
cg12936220,Red,T
cg12936747,Grn,C
cg12937434,Grn,C
cg12937807,Red,T
cg12938998,Red,T
cg12939527,Red,A
cg12939547,Grn,C
cg12940073,Red,A
cg12940430,Grn,C
cg12941369,Grn,C
cg12941931,Red,T
cg12943082,Red,A
cg12946225,Grn,C
cg12946690,Red,A
cg12949760,Red,T
cg12949975,Grn,C
cg12951282,Red,A
cg12952132,Red,T
cg12952136,Red,A
cg12953249,Grn,C
cg12954718,Red,T
cg12955127,Grn,C
cg12955583,Grn,C
cg12958778,Grn,C
cg12958813,Red,T
cg12958836,Red,A
cg12960248,Red,T
cg12962021,Red,T
cg12962778,Red,T
cg12963312,Grn,C
cg12965512,Grn,C
cg12966875,Red,T
cg12967560,Grn,C
cg12968903,Red,T
cg12969407,Red,T
cg12969595,Grn,C
cg12970008,Red,A
cg12970081,Grn,C
cg12970084,Red,T
cg12970724,Red,A
cg12971338,Grn,C
cg12971694,Red,T
cg12971958,Grn,C
cg12973651,Red,T
cg12975220,Red,T
cg12977318,Grn,C
cg12978308,Grn,C
cg12979743,Grn,C
cg12981137,Grn,C
cg12983442,Red,T
cg12984356,Grn,C
cg12985164,Grn,C
cg12985418,Grn,C
cg12986021,Red,A
cg12989642,Grn,C
cg12989650,Red,T
cg12990410,Grn,C
cg12991341,Grn,C
cg12991365,Grn,C
cg12992720,Red,T
cg12994003,Grn,C
cg12995941,Grn,C
cg12997958,Grn,C
cg12998491,Grn,C
cg12998614,Grn,C
cg12999103,Red,T
cg12999109,Red,A
cg13002506,Red,T
cg13002939,Red,T
cg13003163,Grn,C
cg13005002,Grn,C
cg13006591,Red,T
cg13007988,Red,A
cg13014406,Red,T
cg13015534,Grn,C
cg13017345,Grn,C
cg13018903,Grn,C
cg13019092,Red,A
cg13021192,Red,A
cg13021384,Grn,C
cg13021725,Grn,C
cg13022129,Red,A
cg13022174,Grn,C
cg13026483,Red,T
cg13030582,Red,T
cg13031432,Grn,C
cg13031679,Grn,C
cg13033054,Grn,C
cg13033853,Grn,C
cg13035743,Grn,C
cg13037275,Red,T
cg13038560,Red,T
cg13041032,Red,T
cg13042288,Grn,C
cg13042487,Grn,C
cg13043509,Red,T
cg13043862,Red,T
cg13044136,Grn,C
cg13044223,Grn,C
cg13044277,Red,T
cg13045611,Red,T
cg13047596,Grn,C
cg13047892,Red,T
cg13051968,Grn,C
cg13052755,Grn,C
cg13053396,Grn,C
cg13053608,Red,T
cg13055001,Red,T
cg13055278,Grn,C
cg13056210,Grn,C
cg13056269,Grn,C
cg13057368,Red,T
cg13057891,Red,T
cg13058581,Red,T
cg13059335,Red,T
cg13059782,Grn,C
cg13060154,Grn,C
cg13060405,Red,A
cg13060646,Red,T
cg13060997,Grn,C
cg13062935,Red,T
cg13064571,Red,T
cg13064881,Grn,C
cg13066542,Red,T
cg13066963,Grn,C
cg13067215,Grn,C
cg13073894,Grn,C
cg13074965,Grn,C
cg13077930,Grn,C
cg13078388,Grn,C
cg13079099,Grn,C
cg13080465,Grn,C
cg13081704,Red,T
cg13082192,Grn,C
cg13083810,Grn,C
cg13084335,Red,T
cg13084429,Grn,C
cg13084525,Red,T
cg13084909,Grn,C
cg13085976,Grn,C
cg13086467,Red,A
cg13086586,Grn,C
cg13088755,Grn,C
cg13097407,Grn,C
cg13097816,Red,T
cg13098382,Red,T
cg13098960,Red,T
cg13099330,Red,T
cg13102585,Grn,C
cg13105904,Red,T
cg13107169,Grn,C
cg13108181,Grn,C
cg13108328,Grn,C
cg13109289,Grn,C
cg13112336,Grn,C
cg13112511,Red,T
cg13113656,Grn,C
cg13114389,Grn,C
cg13117105,Grn,C
cg13118748,Grn,C
cg13118849,Grn,C
cg13119609,Red,T
cg13120519,Grn,C
cg13120814,Red,T
cg13121699,Grn,C
cg13125510,Grn,C
cg13125997,Red,T
cg13126790,Red,A
cg13127386,Grn,C
cg13128531,Grn,C
cg13129046,Grn,C
cg13131015,Red,A
cg13132204,Grn,C
cg13133148,Grn,C
cg13133883,Red,T
cg13134662,Red,T
cg13135121,Red,A
cg13135127,Grn,C
cg13135180,Grn,C
cg13138279,Red,T
cg13139843,Red,T
cg13140267,Grn,C
cg13140464,Grn,C
cg13140740,Grn,C
cg13143729,Red,A
cg13144004,Grn,C
cg13144783,Red,A
cg13145013,Red,A
cg13145440,Red,T
cg13145458,Grn,C
cg13149307,Grn,C
cg13149996,Red,T
cg13150441,Grn,C
cg13150596,Red,T
cg13150977,Grn,C
cg13151102,Grn,C
cg13152535,Red,A
cg13153865,Grn,C
cg13155059,Red,T
cg13156121,Grn,C
cg13156411,Grn,C
cg13158571,Red,T
cg13159566,Red,T
cg13160888,Grn,C
cg13162577,Red,T
cg13162810,Red,T
cg13163729,Grn,C
cg13164309,Red,T
cg13164537,Red,T
cg13168374,Red,A
cg13168683,Grn,C
cg13168820,Grn,C
cg13169373,Red,T
cg13170032,Grn,C
cg13173909,Grn,C
cg13174077,Grn,C
cg13174197,Red,T
cg13176285,Grn,C
cg13176979,Grn,C
cg13179915,Red,A
cg13179983,Grn,C
cg13180098,Red,T
cg13180809,Red,A
cg13181019,Grn,C
cg13181284,Grn,C
cg13183496,Grn,C
cg13183539,Grn,C
cg13184442,Red,T
cg13184872,Grn,C
cg13185177,Red,T
cg13185308,Grn,C
cg13188385,Grn,C
cg13191049,Grn,C
cg13191808,Grn,C
cg13192155,Grn,C
cg13199589,Grn,C
cg13199822,Grn,C
cg13201322,Grn,C
cg13202751,Grn,C
cg13204181,Grn,C
cg13205516,Grn,C
cg13206017,Red,T
cg13208492,Red,T
cg13208732,Red,T
cg13210512,Grn,C
cg13210534,Red,A
cg13214349,Grn,C
cg13214422,Grn,C
cg13216057,Grn,C
cg13216088,Red,T
cg13216303,Grn,C
cg13216351,Grn,C
cg13217373,Red,T
cg13218435,Grn,C
cg13218906,Grn,C
cg13219107,Grn,C
cg13221588,Red,T
cg13221796,Red,T
cg13222081,Grn,C
cg13224710,Grn,C
cg13225039,Red,T
cg13226172,Grn,C
cg13226591,Grn,C
cg13228642,Grn,C
cg13230197,Grn,C
cg13230584,Grn,C
cg13232900,Grn,C
cg13233799,Red,T
cg13234643,Grn,C
cg13234848,Grn,C
cg13234863,Red,A
cg13235447,Red,T
cg13236107,Grn,C
cg13236637,Grn,C
cg13236854,Grn,C
cg13237829,Red,A
cg13237906,Grn,C
cg13240311,Grn,C
cg13240332,Grn,C
cg13240598,Grn,C
cg13240639,Red,T
cg13243219,Grn,C
cg13243377,Grn,C
cg13244707,Red,T
cg13245912,Red,T
cg13246269,Red,T
cg13246592,Grn,C
cg13246654,Grn,C
cg13247990,Grn,C
cg13249256,Grn,C
cg13250711,Red,T
cg13253729,Red,T
cg13255096,Red,T
cg13255190,Grn,C
cg13255629,Red,T
cg13257485,Red,T
cg13258606,Grn,C
cg13258700,Grn,C
cg13259290,Red,T
cg13260333,Red,T
cg13260633,Grn,C
cg13262687,Grn,C
cg13262752,Red,T
cg13263114,Red,A
cg13263483,Red,A
cg13264208,Grn,C
cg13264741,Red,T
cg13265003,Red,T
cg13265789,Grn,C
cg13266292,Grn,C
cg13266631,Grn,C
cg13269407,Grn,C
cg13269964,Grn,C
cg13270853,Grn,C
cg13271076,Red,T
cg13271951,Red,T
cg13271963,Grn,C
cg13272258,Grn,C
cg13272327,Grn,C
cg13273136,Red,A
cg13274254,Grn,C
cg13274713,Grn,C
cg13277160,Grn,C
cg13277179,Grn,C
cg13277385,Grn,C
cg13277716,Grn,C
cg13277939,Red,A
cg13278334,Red,A
cg13279585,Red,T
cg13281719,Red,T
cg13281868,Red,T
cg13282594,Grn,C
cg13282837,Red,T
cg13282951,Red,A
cg13283751,Red,T
cg13283942,Red,T
cg13284426,Grn,C
cg13285447,Red,T
cg13286902,Red,T
cg13287780,Grn,C
cg13288195,Red,T
cg13289321,Grn,C
cg13289561,Grn,C
cg13293721,Grn,C
cg13294439,Red,T
cg13294509,Red,T
cg13294594,Grn,C
cg13296371,Red,T
cg13296563,Grn,C
cg13297249,Red,T
cg13297865,Grn,C
cg13297960,Grn,C
cg13298382,Red,T
cg13299148,Red,T
cg13300756,Red,T
cg13301003,Grn,C
cg13301014,Grn,C
cg13301933,Grn,C
cg13302154,Red,T
cg13302823,Grn,C
cg13303256,Grn,C
cg13306164,Red,T
cg13306784,Grn,C
cg13307384,Grn,C
cg13309018,Grn,C
cg13310628,Grn,C
cg13310671,Red,T
cg13311440,Red,T
cg13313036,Grn,C
cg13314167,Grn,C
cg13315147,Red,T
cg13315690,Grn,C
cg13316191,Grn,C
cg13316424,Grn,C
cg13319139,Red,A
cg13319175,Red,A
cg13319664,Grn,C
cg13320626,Grn,C
cg13320683,Red,T
cg13322449,Red,A
cg13323474,Grn,C
cg13323752,Red,T
cg13325261,Grn,C
cg13325529,Grn,C
cg13325666,Grn,C
cg13326338,Red,T
cg13328485,Red,T
cg13332088,Grn,C
cg13332130,Grn,C
cg13332925,Grn,C
cg13333141,Grn,C
cg13334054,Grn,C
cg13334277,Red,T
cg13334990,Grn,C
cg13335112,Grn,C
cg13336167,Grn,C
cg13337662,Grn,C
cg13337865,Grn,C
cg13338132,Red,T
cg13340269,Red,T
cg13342120,Grn,C
cg13342558,Red,T
cg13342625,Red,T
cg13343486,Grn,C
cg13344740,Red,A
cg13346032,Grn,C
cg13346411,Grn,C
cg13347296,Red,T
cg13348944,Grn,C
cg13349425,Red,T
cg13350481,Grn,C
cg13350783,Grn,C
cg13351161,Red,T
cg13351406,Red,T
cg13351583,Grn,C
cg13351698,Grn,C
cg13352306,Grn,C
cg13352495,Grn,C
cg13353683,Grn,C
cg13354523,Red,A
cg13358084,Grn,C
cg13359415,Grn,C
cg13360150,Red,A
cg13360404,Red,T
cg13362403,Grn,C
cg13364756,Grn,C
cg13365022,Red,T
cg13365761,Red,A
cg13368786,Red,T
cg13369981,Grn,C
cg13370916,Red,T
cg13372488,Red,A
cg13376158,Grn,C
cg13378388,Grn,C
cg13379236,Grn,C
cg13379763,Grn,C
cg13379871,Grn,C
cg13382694,Red,T
cg13382714,Grn,C
cg13383490,Grn,C
cg13383491,Red,T
cg13383572,Grn,C
cg13384396,Grn,C
cg13384498,Grn,C
cg13386234,Grn,C
cg13386884,Grn,C
cg13387232,Red,T
cg13391235,Red,A
cg13391638,Grn,C
cg13393195,Red,T
cg13396068,Grn,C
cg13396213,Red,T
cg13397365,Red,T
cg13397379,Red,T
cg13398291,Red,T
cg13398993,Grn,C
cg13401339,Grn,C
cg13401681,Red,T
cg13401831,Grn,C
cg13401987,Grn,C
cg13404558,Red,A
cg13405161,Grn,C
cg13406768,Red,A
cg13406950,Red,T
cg13407883,Red,T
cg13409216,Grn,C
cg13410437,Red,T
cg13412063,Grn,C
cg13412615,Grn,C
cg13414044,Grn,C
cg13415207,Grn,C
cg13415434,Red,T
cg13415850,Grn,C
cg13417824,Red,T
cg13420923,Red,T
cg13421924,Red,T
cg13423076,Grn,C
cg13423394,Grn,C
cg13424229,Grn,C
cg13424446,Red,T
cg13425637,Grn,C
cg13426503,Grn,C
cg13427055,Red,T
cg13430425,Red,A
cg13430851,Grn,C
cg13431205,Grn,C
cg13433272,Red,T
cg13434203,Grn,C
cg13434842,Grn,C
cg13434852,Grn,C
cg13435189,Red,T
cg13435381,Grn,C
cg13435792,Grn,C
cg13436343,Red,T
cg13436799,Red,T
cg13436996,Grn,C
cg13437593,Red,T
cg13438543,Grn,C
cg13438673,Grn,C
cg13438834,Red,T
cg13438944,Red,T
cg13439299,Red,T
cg13439730,Grn,C
cg13442811,Red,T
cg13445249,Grn,C
cg13445358,Red,T
cg13446199,Red,T
cg13446235,Grn,C
cg13446622,Grn,C
cg13446852,Grn,C
cg13447818,Grn,C
cg13448401,Grn,C
cg13448625,Grn,C
cg13449372,Grn,C
cg13449778,Grn,C
cg13450057,Red,T
cg13451483,Grn,C
cg13453139,Grn,C
cg13454184,Grn,C
cg13455369,Grn,C
cg13456653,Grn,C
cg13459560,Red,T
cg13460409,Red,T
cg13461509,Grn,C
cg13461600,Grn,C
cg13461622,Red,T
cg13462129,Grn,C
cg13462160,Grn,C
cg13463167,Red,T
cg13463367,Red,T
cg13464062,Grn,C
cg13466487,Grn,C
cg13467649,Grn,C
cg13467814,Grn,C
cg13468685,Red,A
cg13469311,Grn,C
cg13470920,Grn,C
cg13471990,Red,T
cg13473336,Red,T
cg13473383,Grn,C
cg13474734,Grn,C
cg13474750,Grn,C
cg13477510,Grn,C
cg13479669,Grn,C
cg13481359,Grn,C
cg13482233,Grn,C
cg13482485,Grn,C
cg13486556,Grn,C
cg13488201,Red,T
cg13488557,Red,T
cg13490635,Grn,C
cg13490971,Grn,C
cg13492227,Red,T
cg13492340,Grn,C
cg13493001,Grn,C
cg13493559,Grn,C
cg13494498,Grn,C
cg13496066,Red,T
cg13496736,Grn,C
cg13496838,Red,T
cg13500388,Red,T
cg13500819,Grn,C
cg13501117,Grn,C
cg13501507,Red,T
cg13501999,Grn,C
cg13502356,Grn,C
cg13504059,Grn,C
cg13506226,Red,T
cg13507326,Grn,C
cg13507429,Grn,C
cg13507893,Red,T
cg13509147,Grn,C
cg13510262,Red,A
cg13510327,Red,T
cg13510363,Red,A
cg13514050,Grn,C
cg13514129,Grn,C
cg13515605,Red,T
cg13515674,Red,T
cg13516796,Red,T
cg13517305,Grn,C
cg13517968,Grn,C
cg13518195,Grn,C
cg13518327,Grn,C
cg13519373,Red,T
cg13520327,Red,A
cg13520715,Grn,C
cg13521229,Grn,C
cg13523386,Red,T
cg13523557,Grn,C
cg13525683,Red,T
cg13526007,Grn,C
cg13526689,Red,T
cg13530039,Grn,C
cg13530946,Grn,C
cg13531460,Grn,C
cg13531842,Grn,C
cg13535217,Grn,C
cg13536448,Red,T
cg13539030,Grn,C
cg13540795,Red,T
cg13543096,Grn,C
cg13546796,Red,T
cg13547237,Red,A
cg13547299,Red,A
cg13547644,Red,T
cg13548361,Red,T
cg13549845,Grn,C
cg13550608,Red,A
cg13550877,Red,T
cg13551243,Grn,C
cg13552650,Grn,C
cg13552869,Grn,C
cg13553204,Red,T
cg13553455,Red,T
cg13553498,Grn,C
cg13554114,Red,A
cg13555543,Red,T
cg13555884,Grn,C
cg13557178,Grn,C
cg13559495,Grn,C
cg13560436,Red,T
cg13560548,Red,A
cg13562542,Grn,C
cg13562911,Grn,C
cg13563405,Red,T
cg13564075,Red,T
cg13564468,Red,T
cg13564595,Grn,C
cg13565157,Red,T
cg13565215,Red,T
cg13565723,Red,T
cg13571802,Red,A
cg13572545,Red,T
cg13573276,Red,T
cg13574590,Red,A
cg13575604,Grn,C
cg13576061,Grn,C
cg13576290,Red,T
cg13576739,Grn,C
cg13577076,Red,T
cg13577407,Red,T
cg13578400,Grn,C
cg13578652,Grn,C
cg13580728,Grn,C
cg13581475,Grn,C
cg13581941,Grn,C
cg13585240,Red,T
cg13587552,Red,T
cg13587740,Red,T
cg13588354,Grn,C
cg13588645,Red,T
cg13588835,Red,A
cg13589108,Red,T
cg13590277,Red,T
cg13591701,Red,A
cg13592003,Red,T
cg13592155,Red,T
cg13593287,Red,T
cg13594711,Red,A
cg13597949,Grn,C
cg13599007,Grn,C
cg13599025,Red,A
cg13599477,Red,T
cg13601079,Grn,C
cg13603099,Red,T
cg13603171,Red,T
cg13603551,Grn,C
cg13604223,Grn,C
cg13605579,Grn,C
cg13605690,Grn,C
cg13608094,Red,A
cg13612524,Grn,C
cg13613532,Grn,C
cg13613682,Grn,C
cg13613748,Red,T
cg13614083,Grn,C
cg13614181,Grn,C
cg13615396,Grn,C
cg13615963,Grn,C
cg13616221,Grn,C
cg13617705,Red,T
cg13617782,Grn,C
cg13618372,Grn,C
cg13619408,Red,T
cg13619768,Grn,C
cg13619915,Grn,C
cg13619990,Grn,C
cg13620770,Red,A
cg13620808,Red,T
cg13621440,Grn,C
cg13623690,Grn,C
cg13625113,Red,A
cg13625205,Grn,C
cg13625403,Grn,C
cg13626881,Grn,C
cg13628514,Grn,C
cg13629753,Red,T
cg13631259,Grn,C
cg13631913,Grn,C
cg13633026,Red,T
cg13633560,Red,T
cg13634319,Red,T
cg13634678,Red,T
cg13634864,Grn,C
cg13636404,Grn,C
cg13637733,Grn,C
cg13640200,Grn,C
cg13641903,Grn,C
cg13643585,Red,T
cg13643796,Red,T
cg13644052,Grn,C
cg13645078,Grn,C
cg13645811,Grn,C
cg13649728,Red,T
cg13650137,Red,T
cg13650156,Red,T
cg13650689,Grn,C
cg13652336,Red,T
cg13652556,Red,T
cg13652653,Grn,C
cg13653456,Red,T
cg13654195,Red,T
cg13656062,Red,A
cg13656360,Grn,C
cg13658777,Grn,C
cg13662243,Red,T
cg13663218,Grn,C
cg13665184,Red,A
cg13665593,Grn,C
cg13666340,Grn,C
cg13666729,Grn,C
cg13668129,Grn,C
cg13668397,Grn,C
cg13669465,Grn,C
cg13669583,Red,T
cg13669740,Red,T
cg13670595,Grn,C
cg13671818,Grn,C
cg13671831,Red,A
cg13672342,Red,T
cg13672791,Grn,C
